buy_date,sell_date,buy_price,sell_price,shares,fee,pnl
2024-08-08,2024-09-03,19.1,21.54,52,3.8,123.076
2024-09-09,2024-09-27,18.99,24.16,59,4.58,300.447
2024-11-01,2024-11-08,22.99,26.0,61,5.38,178.231
2024-12-20,2025-01-23,18.98,21.69,84,6.15,221.491
2025-02-10,2025-02-19,19.25,25.96,94,7.65,623.09
2025-03-12,2025-03-19,20.81,24.89,117,9.62,467.736
2025-04-09,2025-04-25,18.07,19.73,161,10.95,256.306
2025-05-07,2025-05-14,19.97,22.35,158,12.04,364.004
2025-06-02,2025-07-11,19.49,23.56,181,14.03,722.644
